mentions_id,start_id,end_id,times
195738,1210,97199,
195739,1211,73792,
195740,1218,59096,
195741,1220,58108,
195742,1226,97284,
195743,1227,64421,
195744,1233,97285,
195745,1235,65733,
195746,1239,97286,
195747,1240,94737,
195748,1244,97287,
195749,1244,56736,
195750,1245,97288,
195751,1250,97290,
195752,1251,97291,
195753,1255,97292,
195754,1256,56965,
195755,1257,97255,
195756,1262,97297,
195757,1267,97294,
195758,1268,91737,
195759,1269,96773,
195760,1275,95162,
195761,1278,97297,
195762,1287,96179,
195763,1295,57775,
195764,1301,97302,
195765,1303,97303,
195766,1303,97304,
195767,1307,83348,
195768,1308,97304,
195769,1308,97303,
195770,1314,57700,
195771,1319,57271,
195772,1320,92190,
195773,1321,92190,
195774,1322,88246,
195775,1329,90039,
195776,1330,79100,
195777,1331,88567,
195778,1333,79100,
195779,1334,90039,
195780,1335,88567,
195781,1336,88567,
195782,1337,88567,
195783,1337,79100,
195784,1338,90039,
195785,1339,88567,
195786,1339,79100,
195787,1340,79100,
195788,1342,88567,
195789,1343,88567,
195790,1343,79100,
195791,1344,79100,
195792,1345,89743,
195793,1346,79100,
195794,1347,88567,
195795,1348,88567,
195796,1348,79100,
195797,1349,63697,
195798,1350,88246,
195799,1351,88567,
195800,1351,79100,
195801,1352,88246,
195802,1355,88567,
195803,1357,88567,
195804,1357,79100,
195805,1358,90039,
195806,1362,79100,
195807,1363,64515,
195808,1364,97305,
195809,1365,90039,
195810,1366,88567,
195811,1366,79100,
195812,1367,88567,
195813,1368,88246,
195814,1369,95162,
195815,1370,90039,
195816,1372,71473,
195817,1373,57543,
195818,1376,90039,
195819,1378,90039,
195820,1380,88567,
195821,1380,79100,
195822,1381,96534,
195823,1382,88246,
195824,1384,97306,
195825,1385,88567,
195826,1385,79100,
195827,1386,88246,
195828,1387,88567,
195829,1387,79100,
195830,1388,90039,
195831,1389,95162,
195832,1390,89743,
195833,1391,88246,
195834,1394,88246,
195835,1396,90039,
195836,1398,73784,
195837,1402,97307,
195838,1404,97308,
195839,1404,79100,
195840,1407,80241,
195841,1408,97309,
195842,1411,95162,
195843,1414,90039,
195844,1417,70778,
195845,1418,61796,
195846,1422,79100,
195847,1423,88268,
195848,1425,88268,
195849,1428,89442,
195850,1429,96534,
195851,1431,97312,
195852,1431,64465,
195853,1433,97614,
195854,1434,82941,
195855,1436,83848,
195856,1437,83848,
195857,1438,97313,
195858,1439,89465,
195859,1441,97315,
195860,1449,79100,
195861,1452,79100,
195862,1454,88287,
195863,1454,97317,
195864,1456,88287,
195865,1456,97317,
195866,1457,64463,
195867,1462,63697,
195868,1464,64465,
195869,1472,97317,
195870,1473,79100,
195871,1474,88246,
195872,1477,89743,
195873,1478,73748,
195874,1480,88567,
195875,1481,79100,
195876,1483,64463,
195877,1484,88567,
195878,1484,79100,
195879,1487,95162,
195880,1489,88246,
195881,1490,88567,
195882,1490,79100,
195883,1492,90039,
195884,1493,97318,
195885,1496,78649,
195886,1498,88246,
195887,1500,80314,
195888,1507,63697,
195889,1509,88246,
195890,1510,97319,
195891,1511,59020,
195892,1515,95162,
195893,1523,97320,
195894,1532,79100,
195895,1534,67181,
195896,1535,88246,
195897,1536,90039,
195898,1548,97322,
195899,1553,90039,
195900,1569,97323,
195901,1571,90100,
195902,1572,97324,
195903,1577,97325,
195904,1579,63697,
195905,1580,88567,
195906,1580,64463,
195907,1587,97317,
195908,1589,93429,
195909,1596,61970,
195910,1599,90039,
195911,1602,97326,
195912,1603,90039,
195913,1606,97327,
195914,1610,90039,
195915,1612,90039,
195916,1615,83595,
195917,1619,57263,
195918,1620,97329,
195919,1621,97330,
195920,1622,97331,
195921,1624,97332,
195922,1625,57263,
195923,1628,58110,
195924,1629,97159,
195925,1630,57263,
195926,1634,58108,
195927,1634,97349,
195928,1634,58110,
195929,1634,57933,
195930,1636,97333,
195931,1639,57577,
195932,1640,57263,
195933,1641,64465,
195934,1642,95135,
195935,1644,92190,
195936,1645,97349,
195937,1645,57263,
195938,1645,97238,
195939,1646,57933,
195940,1650,97345,
195941,1652,97334,
195942,1652,56743,
195943,1653,64463,
195944,1657,64463,
195945,1660,97336,
195946,1660,56586,
195947,1666,70778,
195948,1672,97412,
195949,1673,97338,
195950,1674,57263,
195951,1674,58108,
195952,1676,97339,
195953,1676,97340,
195954,1677,95135,
195955,1678,97340,
195956,1678,56743,
195957,1685,58108,
195958,1686,97342,
195959,1688,97343,
195960,1689,97344,
195961,1690,97345,
195962,1691,95444,
195963,1694,94491,
195964,1695,56586,
195965,1696,97346,
195966,1697,88246,
195967,1699,96652,
195968,1706,57587,
195969,1706,56586,
195970,1707,97347,
195971,1710,97343,
195972,1711,56965,
195973,1712,64421,
195974,1712,57577,
195975,1713,57906,
195976,1714,97348,
195977,1715,92190,
195978,1717,97349,
195979,1719,97350,
195980,1720,97351,
195981,1723,57654,
195982,1724,97352,
195983,1724,56586,
195984,1725,56586,
195985,1730,97353,
195986,1731,97345,
195987,1732,97354,
195988,1734,80244,
195989,1735,88246,
195990,1736,71473,
195991,1737,88246,
195992,1740,78940,
195993,1742,88246,
195994,1744,88246,
195995,1745,97355,
195996,1747,57692,
195997,1752,96534,
195998,1752,64465,
195999,1759,92190,
196000,1760,70239,
196001,1760,92190,
196002,1762,92190,
196003,1765,95135,
196004,1767,95162,
196005,1770,95135,
196006,1772,83235,
196007,1772,92190,
196008,1773,97358,
196009,1773,97401,
196010,1775,97358,
196011,1775,57911,
196012,1775,97401,
196013,1776,97336,
196014,1776,97154,
196015,1778,56743,
196016,1779,89442,
196017,1780,57263,
196018,1781,95162,
196019,1783,97359,
196020,1785,97360,
196021,1786,97199,
196022,1786,57724,
196023,1787,97238,
196024,1788,97361,
196025,1789,57910,
196026,1790,57775,
196027,1795,97363,
196028,1796,92190,
196029,1798,97349,
196030,1799,56586,
196031,1800,97364,
196032,1801,97365,
196033,1802,56586,
196034,1803,57910,
196035,1804,57910,
196036,1806,57775,
196037,1806,97449,
196038,1807,97366,
196039,1808,56589,
196040,1811,57855,
196041,1814,92190,
196042,1815,97336,
196043,1815,64465,
196044,1816,57742,
196045,1818,69759,
196046,1822,97367,
196047,1822,79100,
196048,1824,97368,
196049,1831,56586,
196050,1832,97373,
196051,1835,97352,
196052,1835,56965,
196053,1839,97345,
196054,1842,97336,
196055,1842,64465,
196056,1844,97374,
196057,1846,97375,
196058,1847,97376,
196059,1849,56586,
196060,1853,56586,
196061,1855,97378,
196062,1857,57780,
196063,1859,59020,
196064,1860,57934,
196065,1867,97159,
196066,1870,97380,
196067,1872,58108,
196068,1874,56697,
196069,1875,59020,
196070,1878,97381,
196071,1879,97382,
196072,1882,56586,
196073,1884,57775,
196074,1884,57839,
196075,1886,97383,
196076,1888,97384,
196077,1893,97385,
196078,1895,88298,
196079,1895,64421,
196080,1897,97386,
196081,1900,97388,
196082,1903,56922,
196083,1904,97388,
196084,1909,97389,
196085,1911,97390,
196086,1913,97391,
196087,1922,57933,
196088,1923,57910,
196089,1923,97258,
196090,1926,97392,
196091,1928,97393,
196092,1933,76766,
196093,1937,58051,
196094,1940,97394,
196095,1943,97395,
196096,1944,97394,
196097,1946,97161,
196098,1949,57775,
196099,1951,98634,
196100,1955,57775,
196101,1957,97396,
196102,1958,79100,
196103,1959,79100,
196104,1960,97397,
196105,1961,59020,
196106,1963,97398,
196107,1965,97399,
196108,1966,97400,
196109,1967,96479,
196110,1969,58051,
196111,1970,97401,
196112,1970,97358,
196113,1971,97402,
196114,1972,97403,
196115,1980,56965,
196116,1985,92190,
196117,1987,97404,
196118,1993,64421,
196119,1995,97406,
196120,1996,64465,
196121,1997,57775,
196122,1997,97160,
196123,1999,97160,
196124,2001,97238,
196125,2002,56586,
196126,2003,57933,
196127,2007,97407,
196128,2009,97408,
196129,2013,97238,
196130,2018,97428,
196131,2018,58052,
196132,2020,97410,
196133,2020,57125,
196134,2023,92190,
196135,2028,92190,
196136,2031,97411,
196137,2032,56965,
196138,2036,97231,
196139,2038,97412,
196140,2039,97231,
196141,2040,56578,
196142,2041,97413,
196143,2046,97405,
196144,2049,97414,
196145,2050,97415,
196146,2055,97416,
196147,2063,57775,
196148,2065,88104,
196149,2065,97593,
196150,2066,56987,
196151,2070,97358,
196152,2070,97238,
196153,2072,56823,
196154,2074,96774,
196155,2075,79286,
196156,2076,57849,
196157,2078,97418,
196158,2086,57263,
196159,2086,58108,
196160,2088,97200,
196161,2089,57849,
196162,2100,97419,
196163,2100,58003,
196164,2101,57775,
196165,2105,57775,
196166,2107,97420,
196167,2108,57577,
196168,2112,56965,
196169,2113,58108,
196170,2120,89567,
196171,2121,66229,
196172,2123,97422,
196173,2125,97161,
196174,2131,97420,
196175,2139,69197,
196176,2140,58108,
196177,2141,69197,
196178,2142,63222,
196179,2143,58051,
196180,2144,97424,
196181,2147,96534,
196182,2149,89469,
196183,2150,97425,
196184,2151,97426,
196185,2152,97427,
196186,2152,57910,
196187,2152,56965,
196188,2153,92190,
196189,2154,57577,
196190,2155,97488,
196191,2157,97428,
196192,2157,57577,
196193,2158,88314,
196194,2160,97430,
196195,2161,97159,
196196,2168,97431,
196197,2169,97432,
196198,2173,96570,
196199,2174,97433,
196200,2176,69701,
196201,2179,58074,
196202,2182,69701,
196203,2183,64138,
196204,2187,59020,
196205,2187,58052,
196206,2206,58987,
196207,2209,62755,
196208,2210,92190,
196209,2220,97412,
196210,2221,97439,
196211,2226,97440,
196212,2233,97294,
196213,2236,97442,
196214,2237,97443,
196215,2238,97238,
196216,2239,97444,
196217,2240,63222,
196218,2241,92190,
196219,2244,97445,
196220,2248,97446,
196221,2248,59250,
196222,2252,96570,
196223,2254,59020,
196224,2255,59020,
196225,2258,97447,
196226,2258,56743,
196227,2261,97448,
196228,2261,98151,
196229,2264,97449,
196230,2268,57910,
196231,2269,97450,
196232,2269,57263,
196233,2270,64970,
196234,2276,59020,
196235,2278,56578,
196236,2280,58108,
196237,2282,56743,
196238,2290,64463,
196239,2292,97453,
196240,2298,58179,
196241,2299,97454,
196242,2300,97154,
196243,2301,97455,
196244,2310,59020,
196245,2311,97458,
196246,2312,59020,
196247,2313,64463,
196248,2314,59020,
196249,2320,97436,
196250,2320,97317,
196251,2321,63213,
196252,2324,57910,
196253,2324,97258,
196254,2325,97459,
196255,2326,66576,
196256,2326,58206,
196257,2328,97460,
196258,2330,57910,
196259,2330,97258,
196260,2331,57263,
196261,2341,79286,
196262,2345,97462,
196263,2345,97458,
196264,2348,57587,
196265,2348,96531,
196266,2351,57626,
196267,2354,57775,
196268,2360,57654,
196269,2361,56965,
196270,2361,97449,
196271,2365,57263,
196272,2367,59020,
196273,2368,97466,
196274,2374,58051,
196275,2375,97468,
196276,2381,97409,
196277,2385,92190,
196278,2386,56638,
196279,2390,58313,
196280,2391,86531,
196281,2393,58317,
196282,2394,58317,
196283,2396,97470,
196284,2398,58298,
196285,2399,60844,
196286,2400,58712,
196287,2401,97529,
196288,2403,58501,
196289,2404,58484,
196290,2405,58484,
196291,2410,58298,
196292,2410,66618,
196293,2411,58501,
196294,2412,97472,
196295,2413,58780,
196296,2414,58269,
196297,2417,58317,
196298,2419,58602,
196299,2420,58597,
196300,2421,58338,
196301,2421,58317,
196302,2423,58501,
196303,2424,58317,
196304,2427,58317,
196305,2430,58317,
196306,2432,58578,
196307,2433,67058,
196308,2436,87933,
196309,2436,58501,
196310,2438,58317,
196311,2440,60844,
196312,2441,97475,
196313,2443,58317,
196314,2444,97476,
196315,2445,58501,
196316,2448,58317,
196317,2449,58572,
196318,2450,58597,
196319,2451,97477,
196320,2453,86531,
196321,2454,58780,
196322,2457,58501,
196323,2461,58501,
196324,2467,58330,
196325,2468,65124,
196326,2472,63142,
196327,2473,97479,
196328,2474,58317,
196329,2475,58317,
196330,2476,58484,
196331,2492,58597,
196332,2494,58614,
196333,2499,97481,
196334,2501,63142,
196335,2505,58501,
196336,2517,58712,
196337,2518,58501,
196338,2520,86737,
196339,2521,58501,
196340,2523,58501,
196341,2525,97474,
196342,2526,97483,
196343,2527,63692,
196344,2530,67365,
196345,2531,73784,
196346,2534,97481,
196347,2537,58317,
196348,2539,97481,
196349,2541,97474,
196350,2542,58317,
196351,2543,97484,
196352,2547,97486,
196353,2552,58317,
196354,2557,58317,
196355,2558,97336,
196356,2558,62177,
196357,2566,57899,
196358,2568,97488,
196359,2572,97489,
196360,2574,90011,
196361,2582,65758,
196362,2585,97056,
196363,2591,58484,
196364,2592,96153,
196365,2594,58578,
196366,2600,79100,
196367,2603,97492,
196368,2604,97493,
196369,2606,96153,
196370,2608,58484,
196371,2608,97492,
196372,2612,58501,
196373,2620,58487,
196374,2621,97494,
196375,2621,58578,
196376,2622,97481,
196377,2624,58317,
196378,2636,96153,
196379,2638,58298,
196380,2640,58501,
196381,2641,58501,
196382,2651,97474,
196383,2653,58501,
196384,2656,97496,
196385,2657,97496,
196386,2663,58524,
196387,2667,97056,
196388,2679,58501,
196389,2681,58269,
196390,2686,89743,
196391,2687,58578,
196392,2694,97499,
196393,2698,60827,
196394,2700,58338,
196395,2701,97436,
196396,2704,97436,
196397,2706,58317,
196398,2712,58572,
196399,2715,88505,
196400,2717,58780,
196401,2719,97481,
196402,2723,58484,
196403,2723,58501,
196404,2726,87984,
196405,2733,58487,
196406,2735,58578,
196407,2735,58317,
196408,2741,58602,
196409,2752,61976,
196410,2753,88246,
196411,2754,58501,
196412,2760,58317,
196413,2761,63697,
196414,2765,97501,
196415,2767,66943,
196416,2768,97502,
196417,2771,97474,
196418,2775,58578,
196419,2778,58317,
196420,2779,97504,
196421,2783,58501,
196422,2793,97505,
196423,2796,97381,
196424,2797,97506,
196425,2797,58381,
196426,2799,88246,
196427,2800,88246,
196428,2803,97507,
196429,2806,97056,
196430,2807,57899,
196431,2809,58782,
196432,2809,62872,
196433,2810,58501,
196434,2811,58782,
196435,2812,97056,
196436,2814,89629,
196437,2819,58780,
196438,2821,96153,
196439,2827,96153,
196440,2829,58501,
196441,2830,58578,
196442,2831,97508,
196443,2833,58501,
196444,2837,62923,
196445,2840,97510,
196446,2842,88513,
196447,2844,58501,
196448,2846,58546,
196449,2850,58501,
196450,2853,97056,
196451,2854,58484,
196452,2855,98783,
196453,2856,58578,
196454,2857,88128,
196455,2859,67096,
196456,2861,96185,
196457,2862,88841,
196458,2863,58501,
196459,2865,62810,
196460,2866,58501,
196461,2868,58317,
196462,2869,58501,
196463,2873,97512,
196464,2882,69192,
196465,2882,58727,
196466,2884,58501,
196467,2885,63142,
196468,2895,60876,
196469,2896,65325,
196470,2897,65104,
196471,2897,65325,
196472,2900,97513,
196473,2902,97514,
196474,2905,96943,
196475,2910,58484,
196476,2911,58578,
196477,2914,58313,
196478,2918,97481,
196479,2925,88505,
196480,2929,97518,
196481,2933,97481,
196482,2934,58501,
196483,2936,58501,
196484,2949,97336,
196485,2949,62177,
196486,2952,97520,
196487,2953,60720,
196488,2954,58780,
196489,2958,58597,
196490,2965,58803,
196491,2966,58261,
196492,2969,63142,
196493,2971,58501,
196494,2973,60844,
196495,2975,58578,
196496,2975,58572,
196497,2976,97474,
196498,2978,58484,
196499,2979,58402,
196500,2979,68595,
196501,2982,58484,
196502,2985,97523,
196503,2989,97529,
196504,2990,66524,
196505,2991,58578,
196506,2993,58501,
196507,2994,97524,
196508,2997,58597,
196509,2998,97525,
196510,2999,69726,
196511,2999,70567,
196512,3000,97513,
196513,3001,97526,
196514,3002,58484,
196515,3003,97527,
196516,3004,64830,
196517,3007,97529,
196518,3009,63095,
196519,3010,66618,
196520,3011,63853,
196521,3017,63853,
196522,3020,97531,
196523,3020,58596,
196524,3023,97533,
196525,3028,60671,
196526,3031,58501,
196527,3032,97535,
196528,3038,57517,
196529,3039,59135,
196530,3039,57517,
196531,3040,96394,
196532,3040,97556,
196533,3043,97537,
196534,3045,57599,
196535,3045,97572,
196536,3047,58879,
196537,3048,94737,
196538,3049,96179,
196539,3049,97567,
196540,3050,97538,
196541,3055,97539,
196542,3056,69197,
196543,3057,69197,
196544,3058,97540,
196545,3061,59388,
196546,3061,97567,
196547,3062,97541,
196548,3063,64465,
196549,3065,97542,
196550,3066,94737,
196551,3068,96534,
196552,3068,94773,
196553,3069,90100,
196554,3075,97544,
196555,3077,95135,
196556,3077,97572,
196557,3077,97555,
196558,3078,72572,
196559,3083,65721,
196560,3086,79228,
196561,3088,97547,
196562,3092,94491,
196563,3092,80241,
196564,3092,67394,
196565,3096,94701,
196566,3098,89442,
196567,3100,97549,
196568,3101,61976,
196569,3103,64465,
196570,3105,64465,
196571,3109,95694,
196572,3111,89743,
196573,3113,64465,
196574,3121,97550,
196575,3122,97551,
196576,3123,62755,
196577,3124,97552,
196578,3127,95889,
196579,3130,97553,
196580,3131,92453,
196581,3131,92877,
196582,3137,57601,
196583,3139,96465,
196584,3140,78774,
196585,3142,76705,
196586,3142,97567,
196587,3143,86176,
196588,3144,57692,
196589,3145,59764,
196590,3146,97556,
196591,3148,57323,
196592,3150,66456,
196593,3153,94773,
196594,3156,58987,
196595,3160,94773,
196596,3162,88246,
196597,3163,97559,
196598,3164,97560,
196599,3165,96353,
196600,3168,97561,
196601,3171,97563,
196602,3173,97556,
196603,3180,64465,
196604,3181,97559,
196605,3182,92947,
196606,3187,97565,
196607,3190,59020,
196608,3191,82941,
196609,3193,97566,
196610,3193,80241,
196611,3193,98977,
196612,3195,64463,
196613,3196,96153,
196614,3198,96153,
196615,3199,97568,
196616,3200,96353,
196617,3202,97569,
196618,3208,64463,
196619,3210,97571,
196620,3211,97572,
196621,3213,97573,
196622,3216,97572,
196623,3217,97571,
196624,3220,64463,
196625,3223,57692,
196626,3224,82941,
196627,3225,97574,
196628,3225,80241,
196629,3226,97571,
196630,3227,97575,
196631,3228,97576,
196632,3228,82941,
196633,3229,97577,
196634,3230,82941,
196635,3232,97578,
196636,3233,64465,
196637,3234,97579,
196638,3235,58987,
196639,3236,97580,
196640,3240,58987,
196641,3241,64463,
196642,3242,97571,
196643,3245,82941,
196644,3246,58987,
196645,3250,95796,
196646,3250,89442,
196647,3251,64463,
196648,3252,97582,
196649,3253,89743,
196650,3254,97583,
196651,3258,97584,
196652,3260,97585,
196653,3262,88246,
196654,3263,97587,
196655,3266,59109,
196656,3267,83848,
196657,3268,90100,
196658,3268,58987,
196659,3269,97567,
196660,3270,97583,
196661,3272,97538,
196662,3273,89743,
196663,3273,64465,
196664,3277,97589,
196665,3278,59096,
196666,3280,97590,
196667,3283,97591,
196668,3285,96153,
196669,3286,97592,
196670,3287,88567,
196671,3287,64463,
196672,3287,64465,
196673,3287,88246,
196674,3289,97572,
196675,3289,97577,
196676,3291,76993,
196677,3294,58987,
196678,3295,90100,
196679,3295,58987,
196680,3296,57692,
196681,3297,97593,
196682,3298,97594,
196683,3299,89442,
196684,3301,96153,
196685,3303,96865,
196686,3303,97567,
196687,3304,95135,
196688,3305,59052,
196689,3306,97596,
196690,3312,59052,
196691,3313,89442,
196692,3315,97556,
196693,3319,97600,
196694,3323,97602,
196695,3326,59272,
196696,3328,97603,
196697,3329,70099,
196698,3330,70099,
196699,3331,70099,
196700,3332,97604,
196701,3333,97605,
196702,3334,70099,
196703,3335,70099,
196704,3336,97606,
196705,3337,88246,
196706,3340,96153,
196707,3341,97608,
196708,3346,97609,
196709,3347,58987,
196710,3348,57692,
196711,3350,97610,
196712,3352,97580,
196713,3355,97612,
196714,3356,97613,
196715,3359,96405,
196716,3360,97614,
196717,3362,88246,
196718,3363,97615,
196719,3365,97617,
196720,3367,97602,
196721,3368,97567,
196722,3369,97602,
196723,3370,97619,
196724,3375,97621,
196725,3376,97253,
196726,3377,97602,
196727,3378,88246,
196728,3379,96153,
196729,3382,59211,
196730,3383,97622,
196731,3384,97575,
196732,3385,88567,
196733,3385,64463,
196734,3385,64465,
196735,3386,96574,
196736,3389,97623,
196737,3390,97623,
196738,3392,97624,
196739,3393,97623,
196740,3395,97625,
196741,3396,97623,
196742,3401,64463,
196743,3402,97623,
196744,3404,70099,
196745,3405,88567,
196746,3405,58987,
196747,3409,97623,
196748,3410,97627,
196749,3411,88246,
196750,3412,97627,
196751,3413,97628,
196752,3414,97629,
196753,3416,88246,
196754,3419,88246,
196755,3422,97623,
196756,3423,88246,
196757,3424,97631,
196758,3428,97623,
196759,3429,76553,
196760,3436,97634,
196761,3438,97556,
196762,3440,97556,
196763,3446,97556,
196764,3448,97636,
196765,3449,97637,
196766,3450,88246,
196767,3451,97623,
196768,3452,97623,
196769,3453,97623,
196770,3455,97253,
196771,3459,97638,
196772,3462,97639,
196773,3466,88246,
196774,3468,97640,
196775,3469,62755,
196776,3471,97642,
196777,3471,88246,
196778,3473,97580,
196779,3477,97643,
196780,3481,97644,
196781,3486,88246,
196782,3487,59398,
196783,3488,88246,
196784,3489,88246,
196785,3490,97623,
196786,3491,97645,
196787,3491,91786,
196788,3491,97567,
196789,3492,97646,
196790,3496,97623,
196791,3497,95674,
196792,3497,88246,
196793,3498,82941,
196794,3500,88246,
196795,3502,88246,
196796,3503,84032,
196797,3506,97650,
196798,3508,88246,
196799,3513,88246,
196800,3516,97651,
196801,3518,83848,
196802,3519,97652,
196803,3530,97556,
196804,3531,97653,
196805,3535,97655,
196806,3536,57692,
196807,3541,88246,
196808,3545,83848,
196809,3550,57692,
196810,3551,97656,
196811,3554,97657,
196812,3555,97657,
196813,3556,97658,
196814,3559,97659,
196815,3560,97660,
196816,3562,97661,
196817,3570,97662,
196818,3572,97663,
196819,3573,96394,
196820,3573,64463,
196821,3575,91861,
196822,3580,80241,
196823,3584,57692,
196824,3585,97657,
196825,3597,89442,
196826,3601,88246,
196827,3602,88246,
196828,3607,88567,
196829,3612,59434,
196830,3615,74628,
196831,3617,97666,
196832,3628,97668,
196833,3630,97669,
196834,3632,88176,
196835,3634,97623,
196836,3635,97670,
196837,3638,94628,
196838,3641,83848,
196839,3642,83848,
196840,3643,97673,
196841,3645,97674,
196842,3645,99430,
196843,3646,97675,
196844,3650,96522,
196845,3650,97666,
196846,3663,97678,
196847,3675,99175,
196848,3678,97679,
196849,3678,78649,
196850,3686,97680,
196851,3687,97681,
196852,3688,95135,
196853,3690,62755,
196854,3693,97682,
196855,3697,97373,
196856,3698,97639,
196857,3699,97683,
196858,3702,97684,
196859,3704,97685,
196860,3705,89442,
196861,3708,97687,
196862,3712,97688,
196863,3718,97689,
196864,3720,97690,
196865,3723,82914,
196866,3726,64463,
196867,3727,70239,
196868,3728,59020,
196869,3730,80241,
196870,3731,97692,
196871,3733,88567,
196872,3733,64463,
196873,3734,88567,
196874,3734,64463,
196875,3738,97693,
196876,3739,97694,
196877,3741,97695,
196878,3742,59890,
196879,3743,97696,
196880,3746,96773,
196881,3748,97697,
196882,3749,83848,
196883,3750,97698,
196884,3754,96822,
196885,3755,96394,
196886,3758,96394,
196887,3762,97700,
196888,3765,96394,
196889,3767,88567,
196890,3768,97699,
196891,3772,96394,
196892,3773,59020,
196893,3775,97700,
196894,3776,59020,
196895,3777,97701,
196896,3778,83848,
196897,3782,83848,
196898,3783,96394,
196899,3785,97703,
196900,3786,97704,
196901,3787,57934,
196902,3788,88567,
196903,3788,64463,
196904,3790,97705,
196905,3791,76993,
196906,3793,96844,
196907,3795,97706,
196908,3798,96797,
196909,3798,83631,
196910,3800,98523,
196911,3803,97710,
196912,3803,57899,
196913,3809,97711,
196914,3811,97712,
196915,3813,97713,
196916,3814,97714,
