has_category_id,tweet_id,category_id
92305,819,577
92306,820,562
92307,821,568
92308,823,579
92309,824,568
92310,825,579
92311,826,574
92312,827,558
92313,828,563
92314,829,568
92315,830,579
92316,831,579
92317,832,568
92318,833,569
92319,834,579
92320,835,570
92321,836,562
92322,837,570
92323,838,579
92324,839,577
92325,840,566
92326,841,566
92327,842,562
92328,843,564
92329,844,568
92330,845,568
92331,846,564
92332,847,573
92333,848,568
92334,849,570
92335,850,562
92336,851,568
92337,852,573
92338,853,568
92339,854,562
92340,855,568
92341,1325,567
92342,1326,567
92343,1327,567
92344,1328,567
92345,1332,567
92346,1333,570
92347,1334,567
92348,1335,567
92349,1339,578
92350,1341,567
92351,1344,567
92352,1349,567
92353,1351,578
92354,1353,578
92355,1354,567
92356,1356,567
92357,1358,567
92358,1359,560
92359,1360,578
92360,1361,567
92361,1362,578
92362,1363,570
92363,1364,578
92364,1365,567
92365,1367,567
92366,1369,567
92367,1371,567
92368,1372,567
92369,1373,567
92370,1374,567
92371,1375,567
92372,1377,566
92373,1379,577
92374,1383,567
92375,1384,567
92376,1387,578
92377,1388,566
92378,1389,567
92379,1390,567
92380,1392,567
92381,1393,567
92382,1394,566
92383,1395,567
92384,1397,567
92385,1398,563
92386,1399,567
92387,1400,578
92388,1401,562
92389,1402,567
92390,1403,578
92391,1404,578
92392,1405,567
92393,1406,578
92394,1407,570
92395,1408,567
92396,1409,567
92397,1410,567
92398,1411,567
92399,1412,567
92400,1413,567
92401,1415,567
92402,1416,563
92403,1417,567
92404,1418,567
92405,1419,567
92406,1420,562
92407,1421,567
92408,1422,578
92409,1424,566
92410,1425,570
92411,1426,558
92412,1427,570
92413,1428,567
92414,1429,578
92415,1430,567
92416,1431,567
92417,1432,578
92418,1433,567
92419,1434,567
92420,1435,567
92421,1436,567
92422,1438,578
92423,1439,581
92424,1440,566
92425,1442,567
92426,1443,562
92427,1444,581
92428,1445,567
92429,1446,567
92430,1447,567
92431,1448,579
92432,1449,579
92433,1450,567
92434,1451,568
92435,1453,567
92436,1454,578
92437,1455,566
92438,1457,578
92439,1458,570
92440,1459,567
92441,1460,563
92442,1461,567
92443,1462,579
92444,1463,567
92445,1464,578
92446,1465,567
92447,1466,579
92448,1467,580
92449,1468,567
92450,1469,567
92451,1470,567
92452,1471,578
92453,1472,567
92454,1473,570
92455,1475,567
92456,1476,573
92457,1477,567
92458,1478,567
92459,1479,567
92460,1480,567
92461,1482,567
92462,1483,578
92463,1484,578
92464,1485,567
92465,1486,567
92466,1487,567
92467,1488,562
92468,1489,570
92469,1491,567
92470,1493,578
92471,1494,567
92472,1495,562
92473,1496,567
92474,1497,562
92475,1498,578
92476,1499,567
92477,1500,563
92478,1501,567
92479,1502,562
92480,1503,567
92481,1504,566
92482,1505,577
92483,1506,579
92484,1507,579
92485,1508,568
92486,1510,579
92487,1511,577
92488,1512,574
92489,1513,567
92490,1514,570
92491,1515,570
92492,1516,566
92493,1517,562
92494,1518,577
92495,1519,567
92496,1520,570
92497,1521,579
92498,1522,573
92499,1523,567
92500,1524,577
92501,1525,567
92502,1526,567
92503,1527,567
92504,1528,567
92505,1529,567
92506,1530,567
92507,1531,577
92508,1532,570
92509,1533,570
92510,1534,564
92511,1536,567
92512,1537,573
92513,1538,570
92514,1539,562
92515,1541,567
92516,1542,562
92517,1543,562
92518,1544,570
92519,1545,567
92520,1546,571
92521,1547,570
92522,1548,567
92523,1549,570
92524,1550,567
92525,1551,579
92526,1552,571
92527,1554,567
92528,1555,567
92529,1556,562
92530,1557,570
92531,1558,570
92532,1559,567
92533,1561,570
92534,1563,562
92535,1564,567
92536,1565,573
92537,1566,573
92538,1567,573
92539,1568,562
92540,1569,573
92541,1570,562
92542,1571,562
92543,1572,562
92544,1573,571
92545,1574,562
92546,1575,562
92547,1576,562
92548,1577,562
92549,1578,570
92550,1579,562
92551,1580,562
92552,1581,562
92553,1582,562
92554,1583,580
92555,1584,562
92556,1585,566
92557,1586,562
92558,1587,562
92559,1588,562
92560,1589,573
92561,1590,567
92562,1591,567
92563,1592,567
92564,1593,567
92565,1594,562
92566,1595,562
92567,1596,562
92568,1597,562
92569,1598,570
92570,1599,567
92571,1600,567
92572,1601,567
92573,1602,567
92574,1603,567
92575,1604,562
92576,1605,578
92577,1606,562
92578,1607,562
92579,1608,562
92580,1609,570
92581,1610,567
92582,1611,567
92583,1612,567
92584,1613,568
92585,1614,568
92586,1615,568
92587,1616,568
92588,1617,577
92589,1618,571
92590,1619,568
92591,1620,581
92592,1621,574
92593,1622,558
92594,1623,558
92595,1625,558
92596,1626,573
92597,1627,562
92598,1628,563
92599,1629,564
92600,1630,558
92601,1632,574
92602,1633,562
92603,1634,570
92604,1635,560
92605,1636,573
92606,1637,572
92607,1638,574
92608,1639,574
92609,1640,568
92610,1641,570
92611,1642,570
92612,1643,570
92613,1644,570
92614,1645,577
92615,1646,562
92616,1647,570
92617,1648,570
92618,1649,572
92619,1650,579
92620,1651,576
92621,1652,568
92622,1653,570
92623,1654,577
92624,1655,570
92625,1656,570
92626,1657,570
92627,1658,570
92628,1659,568
92629,1660,579
92630,1661,568
92631,1662,579
92632,1663,574
92633,1664,579
92634,1665,570
92635,1666,579
92636,1667,562
92637,1668,562
92638,1669,581
92639,1670,581
92640,1671,571
92641,1672,568
92642,1673,579
92643,1674,569
92644,1675,579
92645,1676,581
92646,1678,581
92647,1679,570
92648,1680,570
92649,1681,562
92650,1682,581
92651,1683,579
92652,1684,578
92653,1685,574
92654,1686,574
92655,1687,570
92656,1688,577
92657,1689,568
92658,1690,571
92659,1691,570
92660,1692,579
92661,1693,577
92662,1694,571
92663,1695,579
92664,1696,562
92665,1697,579
92666,1699,579
92667,1700,577
92668,1701,579
92669,1702,562
92670,1703,562
92671,1704,570
92672,1705,579
92673,1706,581
92674,1707,562
92675,1708,579
92676,1709,568
92677,1711,574
92678,1712,565
92679,1713,573
92680,1714,572
92681,1715,568
92682,1716,558
92683,1717,558
92684,1718,558
92685,1719,558
92686,1720,562
92687,1721,574
92688,1722,578
92689,1723,568
92690,1724,581
92691,1725,571
92692,1726,581
92693,1727,564
92694,1728,581
92695,1729,568
92696,1730,558
92697,1731,579
92698,1732,568
92699,1733,579
92700,1734,579
92701,1736,568
92702,1737,579
92703,1738,579
92704,1739,570
92705,1740,568
92706,1741,577
92707,1743,562
92708,1745,580
92709,1746,579
92710,1747,579
92711,1748,577
92712,1749,579
92713,1750,567
92714,1751,570
92715,1752,568
92716,1753,572
92717,1754,577
92718,1755,579
92719,1756,579
92720,1757,574
92721,1758,570
92722,1759,579
92723,1760,581
92724,1761,562
92725,1762,570
92726,1763,570
92727,1765,579
92728,1766,562
92729,1767,567
92730,1768,574
92731,1769,579
92732,1770,579
92733,1771,568
92734,1772,579
92735,1773,579
92736,1775,564
92737,1776,579
92738,1777,574
92739,1778,570
92740,1779,570
92741,1780,578
92742,1781,570
92743,1782,568
92744,1783,570
92745,1784,570
92746,1785,572
92747,1786,574
92748,1787,568
92749,1788,573
92750,1789,569
92751,1790,566
92752,1791,562
92753,1792,570
92754,1793,562
92755,1794,577
92756,1795,577
92757,1796,570
92758,1797,572
92759,1798,571
92760,1799,568
92761,1800,562
92762,1801,562
92763,1802,562
92764,1803,574
92765,1805,579
92766,1806,581
92767,1807,562
92768,1808,574
92769,1810,562
92770,1811,569
92771,1812,568
92772,1813,562
92773,1814,564
92774,1816,562
92775,1817,568
92776,1818,564
92777,1819,581
92778,1820,562
92779,1821,562
92780,1822,570
92781,1823,562
92782,1824,562
92783,1825,562
92784,1826,568
92785,1827,581
92786,1828,568
92787,1829,573
92788,1830,570
92789,1831,571
92790,1832,579
92791,1833,579
92792,1834,562
92793,1835,579
92794,1836,570
92795,1837,570
92796,1838,570
92797,1839,581
92798,1840,577
92799,1841,571
92800,1842,579
92801,1843,562
92802,1844,568
92803,1845,560
92804,1846,579
92805,1847,571
92806,1848,560
92807,1849,570
92808,1850,573
92809,1851,570
92810,1852,570
92811,1853,570
92812,1854,572
92813,1855,570
92814,1856,570
92815,1857,568
92816,1858,562
92817,2388,572
92818,2389,562
92819,2390,572
92820,2391,566
92821,2392,568
92822,2393,568
92823,2394,568
92824,2395,562
92825,2396,572
92826,2397,572
92827,2398,574
92828,2399,571
92829,2400,560
92830,2402,577
92831,2403,572
92832,2404,570
92833,2405,570
92834,2407,565
92835,2408,562
92836,2409,562
92837,2410,578
92838,2411,571
92839,2412,574
92840,2413,562
92841,2414,580
92842,2415,577
92843,2416,574
92844,2417,568
92845,2418,579
92846,2419,568
92847,2420,560
92848,2421,566
92849,2422,570
92850,2423,579
92851,2424,568
92852,2426,570
92853,2427,579
92854,2428,570
92855,2429,579
92856,2430,568
92857,2431,577
92858,2432,574
92859,2433,574
92860,2434,579
92861,2435,577
92862,2437,574
92863,2438,578
92864,2439,562
92865,2440,570
92866,2441,562
92867,2442,562
92868,2443,566
92869,2444,572
92870,2446,562
92871,2447,579
92872,2448,572
92873,2449,562
92874,2450,570
92875,2451,577
92876,2452,570
92877,2453,570
92878,2454,562
92879,2456,562
92880,2457,568
92881,2458,572
92882,2459,562
92883,2460,572
92884,2461,563
92885,2462,567
92886,2463,562
92887,2464,562
92888,2465,562
92889,2466,571
92890,2467,577
92891,2468,562
92892,2469,568
92893,2470,562
92894,2471,577
92895,2472,570
92896,2473,574
92897,2475,578
92898,2476,570
92899,2477,578
92900,2479,571
92901,2480,577
92902,2481,562
92903,2482,562
92904,2483,572
92905,2484,579
92906,2485,577
92907,2486,562
92908,2487,577
92909,2488,578
92910,2489,577
92911,2490,570
92912,2491,570
92913,2492,571
92914,2493,570
92915,2494,572
92916,2495,570
92917,2496,572
92918,2497,577
92919,2498,562
92920,2499,572
92921,2500,579
92922,2501,571
92923,2502,577
92924,2503,571
92925,2504,562
92926,2505,579
92927,2506,577
92928,2507,570
92929,2509,572
92930,2512,577
92931,2513,577
92932,2514,578
92933,2515,579
92934,2516,560
92935,2517,574
92936,2518,570
92937,2519,572
92938,2520,568
92939,2522,570
92940,2523,579
92941,2524,568
92942,2526,577
92943,2527,568
92944,2528,562
92945,2529,566
92946,2530,570
92947,2531,568
92948,2532,571
92949,2533,572
92950,2534,572
92951,2535,562
92952,2536,562
92953,2537,566
92954,2538,581
92955,2540,570
92956,2541,572
92957,2542,579
92958,2543,571
92959,2544,572
92960,2546,577
92961,2547,570
92962,2548,562
92963,2549,577
92964,2550,577
92965,2551,581
92966,2552,579
92967,2553,572
92968,2554,570
92969,2555,577
92970,2556,570
92971,2558,570
92972,2559,562
92973,2560,581
92974,2561,571
92975,2562,577
92976,2563,562
92977,2564,571
92978,2565,571
92979,2566,572
92980,2567,562
92981,2568,570
92982,2569,572
92983,2570,563
92984,2571,562
92985,2572,577
92986,2573,578
92987,2574,571
92988,2575,562
92989,2576,568
92990,2577,581
92991,2578,568
92992,2579,572
92993,2580,577
92994,2582,581
92995,2583,577
92996,2584,563
92997,2585,574
92998,2586,562
92999,2588,562
93000,2589,570
93001,2590,562
93002,2591,570
93003,2592,570
93004,2594,570
93005,2595,562
93006,2596,570
93007,2597,579
93008,2598,562
93009,2599,579
93010,2600,570
93011,2601,568
93012,2603,572
93013,2604,577
93014,2605,562
93015,2607,568
93016,2608,572
93017,2609,569
93018,2610,562
93019,2611,570
93020,2612,581
93021,2613,562
93022,2614,562
93023,2615,568
93024,2616,579
93025,2617,570
93026,2618,570
93027,2619,577
93028,2620,574
93029,2621,570
93030,2622,581
93031,2623,581
93032,2624,572
93033,2625,558
93034,2626,562
93035,2627,568
93036,2628,562
93037,2629,577
93038,2631,568
93039,2632,581
93040,2633,570
93041,2634,577
93042,2635,570
93043,2637,572
93044,2638,578
93045,2639,566
93046,2640,566
93047,2641,572
93048,2642,570
93049,2643,577
93050,2644,570
93051,3034,562
93052,3035,566
93053,3036,560
93054,3037,566
93055,3038,566
93056,3039,571
93057,3040,573
93058,3041,563
93059,3042,579
93060,3043,579
93061,3044,566
93062,3045,563
93063,3046,570
93064,3047,570
93065,3048,570
93066,3049,579
93067,3050,571
93068,3051,577
93069,3052,577
93070,3053,570
93071,3054,579
93072,3055,579
93073,3056,579
93074,3057,570
93075,3058,563
93076,3059,571
93077,3060,570
93078,3061,578
93079,3062,570
93080,3063,579
93081,3064,577
93082,3065,570
93083,3066,570
93084,3067,570
93085,3068,570
93086,3069,570
93087,3070,570
93088,3071,578
93089,3072,570
93090,3073,577
93091,3074,577
93092,3075,570
93093,3076,578
93094,3077,574
93095,3078,579
93096,3079,573
93097,3080,570
93098,3081,579
93099,3084,568
93100,3085,578
93101,3086,570
93102,3087,577
93103,3088,563
93104,3089,573
93105,3090,577
93106,3091,566
93107,3092,562
93108,3093,566
93109,3094,579
93110,3095,570
93111,3096,566
93112,3097,579
93113,3098,570
93114,3099,580
93115,3100,577
93116,3101,570
93117,3102,570
93118,3103,570
93119,3104,570
93120,3105,570
93121,3106,579
93122,3107,570
93123,3108,570
93124,3109,570
93125,3110,570
93126,3111,570
93127,3112,577
93128,3113,570
93129,3114,570
93130,3115,580
93131,3116,578
93132,3117,577
93133,3118,570
93134,3119,562
93135,3120,577
93136,3121,566
93137,3122,577
93138,3123,579
93139,3124,568
93140,3125,579
93141,3126,570
93142,3127,570
93143,3128,570
93144,3129,573
93145,3130,562
93146,3131,573
93147,3132,577
93148,3133,568
93149,3134,570
93150,3135,574
93151,3136,568
93152,3137,579
93153,3138,565
93154,3139,570
93155,3140,571
93156,3141,562
93157,3142,570
93158,3143,570
93159,3144,570
93160,3145,570
93161,3146,568
93162,3147,571
93163,3148,577
93164,3149,580
93165,3150,570
93166,3151,570
93167,3152,579
93168,3153,579
93169,3154,579
93170,3155,570
93171,3156,570
93172,3157,574
93173,3158,570
93174,3159,571
93175,3160,570
93176,3161,574
93177,3162,570
93178,3163,568
93179,3164,571
93180,3165,570
93181,3166,580
93182,3167,573
93183,3168,568
93184,3169,562
93185,3170,562
93186,3171,570
93187,3172,577
93188,3173,568
93189,3174,571
93190,3175,570
93191,3176,579
93192,3177,577
93193,3178,570
93194,3180,580
93195,3181,579
93196,3182,579
93197,3183,571
93198,3184,579
93199,3185,570
93200,3186,577
93201,3187,574
93202,3188,571
93203,3189,570
93204,3190,570
93205,3191,570
93206,3192,570
93207,3193,570
93208,3194,570
93209,3195,579
93210,3196,570
93211,3715,562
93212,3717,566
93213,3718,562
93214,3719,566
93215,3720,581
93216,3721,568
93217,3722,570
93218,3723,581
93219,3724,577
93220,3725,571
93221,3726,578
93222,3727,570
93223,3730,570
93224,3731,581
93225,3732,570
93226,3734,579
93227,3735,568
93228,3736,577
93229,3737,571
93230,3738,579
93231,3739,570
93232,3740,577
93233,3741,571
93234,3742,568
93235,3743,577
93236,3744,570
93237,3745,577
93238,3746,570
93239,3747,571
93240,3748,581
93241,3750,579
93242,3751,577
93243,3752,560
93244,3753,558
93245,3754,571
93246,3755,558
93247,3756,562
93248,3757,570
93249,3759,558
93250,3760,568
93251,3761,577
93252,3762,570
93253,3763,579
93254,3764,580
93255,3765,563
93256,3766,571
93257,3767,558
93258,3768,577
93259,3769,577
93260,3770,577
93261,3771,558
93262,3772,579
93263,3773,564
93264,3774,568
93265,3775,579
93266,3776,579
93267,3777,577
93268,3780,579
93269,3781,570
93270,3782,570
93271,3783,579
93272,3784,577
93273,3785,575
93274,3786,573
93275,3787,574
93276,3789,570
93277,3790,571
93278,3791,574
93279,3792,570
93280,3794,577
93281,3795,577
93282,3796,577
93283,3797,577
93284,3798,568
93285,3799,568
93286,3800,568
93287,3801,568
93288,3802,570
93289,3803,574
93290,3804,579
93291,3805,562
93292,3806,570
93293,3807,562
93294,3808,580
93295,3809,577
93296,3810,568
93297,3811,577
93298,3812,577
93299,3813,577
93300,3814,568
93301,3815,577
93302,3816,579
93303,3817,568
93304,3818,579
93305,3819,577
93306,3820,579
93307,3821,568
93308,3822,568
93309,3823,579
93310,3824,562
93311,3825,568
93312,3826,562
93313,3827,568
93314,3828,574
93315,3829,580
93316,3830,577
93317,3831,568
93318,3832,570
93319,3833,577
93320,3834,562
93321,3835,570
93322,3836,574
93323,3837,577
93324,3838,568
93325,3839,578
93326,3840,577
93327,3841,578
93328,3842,568
93329,3843,570
93330,3844,577
93331,3845,568
93332,3846,577
93333,3847,579
93334,3848,570
93335,3849,570
93336,3850,568
93337,3851,577
93338,3852,581
93339,3853,577
93340,3854,562
93341,3855,568
93342,3856,570
93343,3857,568
93344,3858,577
93345,3859,562
93346,3860,577
93347,3861,577
93348,3862,577
93349,3863,577
93350,3864,577
93351,3865,568
93352,3866,577
93353,3867,570
93354,3868,577
93355,3869,568
93356,3871,568
93357,3872,577
93358,3873,577
93359,3874,577
93360,3875,568
93361,3877,570
93362,3878,562
93363,3879,577
93364,3880,577
93365,3881,577
93366,3882,577
93367,3883,577
93368,3884,577
93369,3885,568
93370,3886,564
93371,3887,571
93372,3888,569
93373,3889,570
93374,3890,568
93375,3891,568
93376,3892,562
93377,3893,577
93378,3894,570
93379,3895,577
93380,3896,577
93381,3897,570
93382,3899,568
93383,3900,577
93384,3901,577
93385,3902,579
93386,3903,579
93387,3904,570
93388,3906,577
93389,3907,578
93390,3908,568
93391,4345,581
93392,4345,579
93393,4345,570
93394,4346,562
93397,4347,579
93396,4347,581
93395,4347,573
93398,4349,581
93400,4349,567
93399,4349,579
93403,4350,567
93401,4350,581
93402,4350,579
93406,4351,567
93404,4351,581
93405,4351,579
93408,4353,578
93407,4353,579
93409,4355,579
93410,4355,578
93412,4356,570
93411,4356,568
93413,4358,579
93414,4358,570
93415,4358,567
93417,4359,570
93416,4359,579
93418,4359,567
93420,4362,579
93419,4362,581
93421,4362,567
93423,4363,581
93425,4363,567
93424,4363,579
93422,4363,563
93426,4364,568
93428,4364,578
93427,4364,579
93429,4364,570
93431,4365,579
93433,4365,567
93432,4365,570
93430,4365,581
93435,4366,579
93436,4366,567
93434,4366,581
93437,4367,581
93438,4367,579
93439,4367,567
93440,4368,581
93442,4368,567
93441,4368,579
93445,4369,570
93446,4369,567
93444,4369,578
93443,4369,579
93448,4371,579
93449,4371,567
93447,4371,581
93452,4372,570
93450,4372,581
93451,4372,579
93453,4372,567
93455,4373,570
93454,4373,581
93456,4373,567
93459,4375,570
93458,4375,579
93457,4375,581
93460,4376,581
93461,4376,579
93463,4376,567
93462,4376,570
93467,4377,567
93464,4377,581
93465,4377,579
93466,4377,570
93469,4379,570
93470,4379,567
93468,4379,581
93471,4381,581
93472,4381,568
93474,4381,570
93473,4381,579
93475,4382,581
93477,4382,570
93476,4382,579
93478,4382,567
93480,4384,570
93479,4384,581
93481,4384,567
93482,4385,581
93485,4385,570
93484,4385,579
93486,4385,567
93483,4385,568
93489,4386,570
93487,4386,581
93490,4386,567
93488,4386,579
93494,4387,570
93492,4387,568
93495,4387,567
93493,4387,579
93491,4387,581
93497,4388,570
93496,4388,581
93498,4388,567
93501,4389,567
93499,4389,581
93500,4389,570
93502,4390,581
93503,4390,570
93507,4391,567
93504,4391,581
93505,4391,579
93506,4391,570
93511,4392,567
93509,4392,579
93510,4392,570
93508,4392,581
93514,4393,578
93515,4393,570
93513,4393,579
93512,4393,581
93518,4394,570
93516,4394,581
93517,4394,579
93519,4395,581
93521,4395,570
93520,4395,579
93522,4396,581
93524,4396,579
93523,4396,568
93525,4396,570
93528,4397,570
93527,4397,579
93526,4397,581
93529,4398,562
93532,4399,570
93530,4399,581
93531,4399,579
93533,4400,581
93534,4400,579
93535,4400,570
93538,4401,567
93536,4401,581
93537,4401,579
93540,4402,568
93542,4402,567
93541,4402,570
93539,4402,581
93544,4403,568
93545,4403,570
93543,4403,581
93547,4404,567
93546,4404,581
93550,4405,567
93549,4405,579
93548,4405,581
93551,4406,581
93552,4406,579
93554,4406,567
93553,4406,578
93556,4407,579
93557,4407,570
93558,4407,567
93555,4407,581
93560,4408,570
93561,4408,567
93559,4408,581
93562,4409,562
93563,4410,581
93564,4410,567
93565,4411,577
93566,4411,562
93568,4412,579
93567,4412,581
93569,4412,570
93570,4413,581
93571,4413,579
93572,4413,570
93575,4414,570
93574,4414,579
93573,4414,581
93576,4417,581
93577,4417,579
93578,4417,570
93579,4418,581
93580,4418,579
93581,4418,570
93582,4419,581
93585,4419,570
93583,4419,568
93584,4419,579
93586,4420,581
93588,4420,570
93587,4420,579
93591,4421,579
93589,4421,581
93590,4421,568
93592,4421,570
93596,4422,570
93593,4422,581
93595,4422,579
93594,4422,568
93597,4423,581
93598,4423,579
93599,4423,570
93600,4424,581
93601,4424,579
93602,4424,570
93605,4425,579
93603,4425,581
93604,4425,568
93606,4425,570
93608,4426,579
93609,4426,570
93607,4426,581
93610,4427,577
93611,4427,562
93614,4428,562
93612,4428,579
93613,4428,577
93616,4429,579
93617,4429,570
93615,4429,581
93619,4430,579
93618,4430,581
93620,4430,570
93621,4431,581
93622,4431,579
93623,4431,570
93625,4432,568
93624,4432,581
93627,4432,570
93626,4432,579
93628,4433,581
93630,4433,570
93629,4433,579
93632,4434,568
93633,4434,579
93631,4434,581
93634,4434,570
93637,4435,570
93635,4435,581
93636,4435,579
93638,4436,581
93639,4436,568
93640,4436,579
93641,4436,570
93642,4437,581
93644,4437,570
93643,4437,568
93645,4438,581
93647,4438,570
93646,4438,579
93649,4439,562
93648,4439,577
93651,4440,577
93650,4440,568
93652,4440,562
93653,4441,581
93655,4441,570
93654,4441,579
93657,4442,579
93658,4442,577
93656,4442,581
93660,4443,579
93659,4443,581
93661,4443,570
93665,4444,570
93662,4444,581
93664,4444,579
93663,4444,568
93667,4445,568
93666,4445,581
93668,4445,579
93669,4445,570
93670,4446,581
93672,4446,579
93673,4446,570
93671,4446,568
93676,4447,570
93674,4447,581
93675,4447,579
93677,4448,581
93679,4448,579
93678,4448,568
93680,4448,570
93682,4449,570
93681,4449,579
93685,4450,577
93684,4450,579
93686,4450,567
93683,4450,581
93688,4451,568
93689,4451,570
93690,4451,567
93687,4451,581
93694,4452,570
93695,4452,567
93692,4452,568
93691,4452,581
93693,4452,579
93699,4453,570
93698,4453,579
93697,4453,568
93696,4453,581
93700,4453,567
93702,4454,567
93701,4454,581
93704,4455,579
93703,4455,581
93705,4455,570
93706,4456,581
93709,4456,570
93708,4456,579
93707,4456,568
93710,4457,581
93712,4457,570
93713,4457,567
93711,4457,568
93716,4458,570
93715,4458,568
93717,4458,567
93714,4458,581
93718,4459,581
93719,4459,579
93720,4459,570
93721,4460,581
93724,4460,567
93723,4460,570
93722,4460,579
93727,4461,562
93726,4461,577
93725,4461,581
93731,4462,570
93730,4462,579
93729,4462,568
93728,4462,581
93733,4463,579
93735,4463,567
93732,4463,581
93734,4463,570
93740,4464,567
93739,4464,570
93738,4464,579
93736,4464,581
93737,4464,568
93744,4465,567
93742,4465,579
93743,4465,570
93741,4465,581
93747,4467,570
93748,4467,567
93745,4467,581
93746,4467,579
93752,4468,570
93751,4468,579
93749,4468,581
93753,4468,567
93750,4468,568
93755,4471,577
93754,4471,581
93756,4471,570
93757,4472,581
93759,4472,570
93760,4472,567
93758,4472,579
93762,4475,579
93761,4475,581
93763,4475,570
93764,4475,567
93768,4476,567
93767,4476,570
93766,4476,579
93765,4476,581
93770,4477,577
93771,4477,562
93772,4477,570
93769,4477,581
93775,4478,570
93776,4478,567
93774,4478,568
93773,4478,581
93779,4479,570
93777,4479,569
93778,4479,564
93780,4480,581
93782,4480,570
93781,4480,574
93783,4484,581
93784,4484,568
93785,4484,570
93787,4485,581
93786,4485,569
93788,4485,574
93790,4486,579
93792,4486,567
93791,4486,570
93789,4486,581
93793,4487,581
93794,4487,577
93795,4487,562
93798,4488,562
93797,4488,577
93796,4488,581
93801,4489,570
93800,4489,562
93799,4489,576
93803,4490,576
93805,4490,570
93804,4490,562
93802,4490,568
93807,4491,562
93808,4491,570
93806,4491,576
93811,4492,570
93809,4492,581
93810,4492,579
93812,4494,569
93813,4494,562
93815,4496,579
93814,4496,568
93816,4496,578
93817,4496,570
93820,4498,578
93819,4498,579
93821,4498,570
93818,4498,581
93822,4499,581
93823,4499,579
93824,4499,570
93828,4500,567
93825,4500,581
93826,4500,579
93827,4500,570
93829,4501,581
93830,4501,579
93832,4501,567
93831,4501,570
93834,4502,579
93833,4502,581
93835,4502,570
93839,4503,567
93836,4503,581
93837,4503,579
93838,4503,570
93842,4504,567
93840,4504,581
93841,4504,570
93845,4505,570
93846,4505,567
93843,4505,581
93844,4505,579
93848,4506,579
93849,4506,570
93847,4506,581
93851,4507,579
93852,4507,570
93853,4507,567
93850,4507,581
93856,4508,570
93855,4508,579
93854,4508,581
93858,4509,570
93859,4509,567
93857,4509,581
