has_hashtag_id,tweet_id,hashtag_id
36887,824,89
36888,825,99923
36889,826,347
36890,827,298
36891,828,347
36892,828,100147
36893,829,107870
36894,830,100452
36895,831,100452
36896,833,88
36897,833,159
36898,833,296
36899,834,99923
36900,837,89
36901,838,99923
36902,840,100224
36903,840,109597
36904,842,123
36905,843,101184
36906,843,100211
36907,846,109581
36908,851,223
36909,852,223
36910,853,109578
36911,855,102209
36912,856,223
36913,860,347
36914,861,175
36915,861,519
36916,862,109576
36917,865,223
36918,866,175
36919,866,519
36920,867,223
36921,871,223
36922,872,190
36923,872,123
36924,872,489
36925,874,223
36926,874,295
36927,877,109458
36928,877,109454
36929,877,100147
36930,878,223
36931,879,109453
36932,882,109452
36933,883,223
36934,884,296
36935,884,298
36936,895,182
36937,896,296
36938,901,296
36939,908,109409
36940,908,519
36941,910,296
36942,912,223
36943,914,302
36944,914,123
36945,914,109451
36946,915,88
36947,915,298
36948,920,296
36949,920,298
36950,921,298
36951,923,182
36952,923,100891
36953,928,182
36954,929,223
36955,931,182
36956,935,101239
36957,939,182
36958,943,296
36959,943,99765
36960,947,182
36961,951,175
36962,952,99923
36963,958,182
36964,960,182
36965,960,223
36966,962,296
36967,965,109449
36968,968,182
36969,970,102229
36970,973,191
36971,973,102235
36972,974,123
36973,976,182
36974,977,296
36975,977,519
36976,977,159
36977,978,182
36978,980,135
36979,983,109445
36980,984,182
36981,984,89
36982,984,223
36983,984,298
36984,990,223
36985,990,182
36986,991,298
36987,992,109444
36988,993,123
36989,995,182
36990,996,99765
36991,996,101282
36992,1000,100224
36993,1005,223
36994,1014,223
36995,1020,223
36996,1022,99958
36997,1022,296
36998,1023,109600
36999,1023,123
37000,1025,182
37001,1026,109450
37002,1026,298
37003,1026,109532
37004,1030,101299
37005,1030,109530
37006,1036,101301
37007,1044,101303
37008,1045,100944
37009,1050,109234
37010,1050,296
37011,1050,99765
37012,1055,223
37013,1055,175
37014,1056,182
37015,1057,88
37016,1057,100321
37017,1058,182
37018,1059,298
37019,1061,88
37020,1061,123
37021,1066,99895
37022,1066,102285
37023,1069,88
37024,1070,223
37025,1076,102260
37026,1077,182
37027,1079,89
37028,1080,88
37029,1083,182
37030,1083,223
37031,1083,89
37032,1085,175
37033,1085,519
37034,1088,89
37035,1091,182
37036,1091,298
37037,1098,182
37038,1098,107076
37039,1100,296
37040,1103,99923
37041,1104,99923
37042,1117,123
37043,1118,249
37044,1118,296
37045,1119,107106
37046,1120,88
37047,1120,99781
37048,1122,123
37049,1123,182
37050,1135,99821
37051,1138,368
37052,1139,102450
37053,1142,135
37054,1143,100891
37055,1143,182
37056,1143,263
37057,1144,263
37058,1147,99958
37059,1147,102449
37060,1147,135
37061,1152,123
37062,1155,88
37063,1157,102447
37064,1158,80
37065,1158,102154
37066,1158,107080
37067,1159,100331
37068,1160,102275
37069,1160,100054
37070,1160,123
37071,1169,519
37072,1172,182
37073,1172,298
37074,1174,107273
37075,1175,100345
37076,1175,107268
37077,1175,107361
37078,1176,100190
37079,1178,123
37080,1178,88
37081,1185,100973
37082,1189,101321
37083,1190,107203
37084,1190,107206
37085,1190,107210
37086,1197,263
37087,1202,100185
37088,1202,123
37089,1207,108
37090,1207,391
37091,1207,101334
37092,1207,107342
37093,1210,223
37094,1211,88
37095,1217,101349
37096,1224,99815
37097,1224,404
37098,1238,100784
37099,1241,101201
37100,1249,89
37101,1249,107175
37102,1255,99758
37103,1255,123
37104,1255,100420
37105,1255,101246
37106,1255,298
37107,1256,100345
37108,1264,107509
37109,1269,123
37110,1274,89
37111,1277,182
37112,1279,480
37113,1281,88
37114,1281,107555
37115,1281,523
37116,1281,107516
37117,1282,182
37118,1284,99895
37119,1291,101178
37120,1293,107523
37121,1297,263
37122,1297,101244
37123,1299,88
37124,1301,100321
37125,1301,347
37126,1302,123
37127,1305,107506
37128,1310,175
37129,1311,182
37130,1311,123
37131,1313,106127
37132,1313,347
37133,1317,106119
37134,1317,106118
37135,1317,106117
37136,1317,296
37137,1323,106116
37138,1323,102011
37139,1325,99788
37140,1325,190
37141,1325,106431
37142,1325,40
37143,1325,346
37144,1325,100132
37145,1326,67
37146,1327,40
37147,1328,40
37148,1339,106076
37149,1339,496
37150,1341,99899
37151,1349,99899
37152,1349,213
37153,1350,40
37154,1352,40
37155,1353,40
37156,1353,106073
37157,1354,40
37158,1360,329
37159,1360,100141
37160,1364,40
37161,1364,99818
37162,1368,40
37163,1371,518
37164,1372,40
37165,1372,518
37166,1382,40
37167,1386,40
37168,1392,106134
37169,1393,518
37170,1397,404
37171,1398,346
37172,1410,102024
37173,1417,78
37174,1423,99818
37175,1425,99818
37176,1426,106155
37177,1426,106152
37178,1426,67
37179,1426,100697
37180,1431,518
37181,1431,100698
37182,1433,518
37183,1433,107636
37184,1433,107446
37185,1434,99938
37186,1434,40
37187,1442,99899
37188,1442,100524
37189,1443,518
37190,1444,100524
37191,1447,99769
37192,1447,107602
37193,1454,100519
37194,1454,346
37195,1454,100518
37196,1454,100517
37197,1454,100530
37198,1454,100083
37199,1454,518
37200,1456,100519
37201,1456,346
37202,1456,100518
37203,1456,100517
37204,1456,100530
37205,1456,100083
37206,1456,518
37207,1458,256
37208,1458,108
37209,1462,99730
37210,1462,213
37211,1462,99899
37212,1465,80
37213,1474,40
37214,1482,67
37215,1482,107766
37216,1482,404
37217,1486,100538
37218,1489,40
37219,1497,238
37220,1503,107760
37221,1506,107502
37222,1506,107443
37223,1509,40
37224,1511,100596
37225,1511,78
37226,1514,100009
37227,1519,105359
37228,1528,105691
37229,1531,105630
37230,1533,105629
37231,1534,40
37232,1535,40
37233,1537,40
37234,1537,105688
37235,1546,40
37236,1556,40
37237,1563,67
37238,1565,369
37239,1566,40
37240,1567,40
37241,1568,213
37242,1569,40
37243,1570,105642
37244,1570,40
37245,1571,105637
37246,1571,40
37247,1571,105716
37248,1571,105644
37249,1572,101461
37250,1572,67
37251,1574,40
37252,1575,67
37253,1575,105791
37254,1576,105786
37255,1576,40
37256,1577,101559
37257,1577,67
37258,1579,99807
37259,1579,40
37260,1581,99788
37261,1581,100162
37262,1581,40
37263,1581,346
37264,1581,100132
37265,1582,40
37266,1584,105632
37267,1586,40
37268,1586,101407
37269,1587,40
37270,1587,99899
37271,1588,106047
37272,1588,106044
37273,1589,106042
37274,1589,40
37275,1595,99788
37276,1595,100162
37277,1595,101398
37278,1595,40
37279,1595,346
37280,1595,100132
37281,1596,67
37282,1597,40
37283,1601,40
37284,1602,40
37285,1604,99788
37286,1604,100162
37287,1604,40
37288,1604,346
37289,1604,100132
37290,1606,99739
37291,1607,300
37292,1607,40
37293,1608,99788
37294,1608,100162
37295,1608,101398
37296,1608,40
37297,1608,346
37298,1608,100132
37299,1614,93
37300,1614,281
37301,1617,93
37302,1618,106036
37303,1618,93
37304,1619,175
37305,1619,93
37306,1620,93
37307,1621,332
37308,1622,100761
37309,1622,93
37310,1622,101509
37311,1623,99905
37312,1623,100054
37313,1623,162
37314,1623,480
37315,1623,332
37316,1624,175
37317,1624,93
37318,1624,226
37319,1625,190
37320,1626,93
37321,1627,207
37322,1628,93
37323,1628,480
37324,1629,101147
37325,1629,101019
37326,1629,175
37327,1629,93
37328,1629,226
37329,1630,106027
37330,1630,80
37331,1631,93
37332,1631,100211
37333,1631,226
37334,1632,100211
37335,1632,93
37336,1633,175
37337,1633,123
37338,1633,207
37339,1634,332
37340,1634,226
37341,1635,106001
37342,1635,93
37343,1636,226
37344,1636,93
37345,1637,93
37346,1638,93
37347,1639,93
37348,1640,175
37349,1640,93
37350,1642,78
37351,1644,480
37352,1644,207
37353,1645,207
37354,1646,175
37355,1646,332
37356,1646,480
37357,1649,100104
37358,1649,106021
37359,1649,101607
37360,1649,432
37361,1650,78
37362,1650,100324
37363,1650,93
37364,1650,101117
37365,1651,101607
37366,1651,100316
37367,1651,93
37368,1652,332
37369,1652,175
37370,1653,175
37371,1654,207
37372,1657,100856
37373,1658,100030
37374,1658,100811
37375,1658,123
37376,1659,162
37377,1662,123
37378,1663,93
37379,1664,226
37380,1667,105982
37381,1667,105972
37382,1667,105964
37383,1667,105958
37384,1667,105950
37385,1667,254
37386,1667,99813
37387,1667,93
37388,1667,105946
37389,1668,100477
37390,1668,93
37391,1668,226
37392,1669,207
37393,1670,207
37394,1670,87
37395,1672,207
37396,1673,100086
37397,1674,93
37398,1675,80
37399,1676,226
37400,1676,93
37401,1677,100324
37402,1678,226
37403,1678,93
37404,1679,123
37405,1679,226
37406,1679,100761
37407,1681,93
37408,1682,99905
37409,1682,93
37410,1683,105945
37411,1684,127
37412,1685,175
37413,1685,332
37414,1686,332
37415,1686,175
37416,1688,93
37417,1689,175
37418,1689,93
37419,1690,100454
37420,1690,93
37421,1690,226
37422,1693,93
37423,1695,99717
37424,1696,93
37425,1698,207
37426,1698,105967
37427,1700,100211
37428,1700,93
37429,1701,100033
37430,1701,99755
37431,1701,100799
37432,1702,93
37433,1703,207
37434,1706,100316
37435,1706,87
37436,1707,207
37437,1707,100502
37438,1707,226
37439,1707,539
37440,1709,103072
37441,1710,93
37442,1711,127
37443,1711,103041
37444,1711,207
37445,1711,103126
37446,1711,103125
37447,1712,471
37448,1712,123
37449,1713,93
37450,1713,226
37451,1714,207
37452,1715,226
37453,1716,127
37454,1717,207
37455,1718,93
37456,1719,93
37457,1721,93
37458,1722,175
37459,1722,207
37460,1723,332
37461,1724,87
37462,1725,87
37463,1726,127
37464,1727,93
37465,1728,93
37466,1729,93
37467,1729,480
37468,1729,105465
37469,1730,207
37470,1731,100324
37471,1731,207
37472,1731,226
37473,1732,207
37474,1733,162
37475,1733,101463
37476,1733,105453
37477,1733,105228
37478,1734,87
37479,1739,80
37480,1743,99820
37481,1745,93
37482,1746,87
37483,1748,87
37484,1749,102347
37485,1749,108
37486,1749,102106
37487,1754,93
37488,1756,284
37489,1758,127
37490,1759,87
37491,1760,87
37492,1761,175
37493,1761,207
37494,1762,100
37495,1763,123
37496,1766,284
37497,1766,105573
37498,1771,100
37499,1772,207
37500,1773,100
37501,1773,100497
37502,1773,100494
37503,1774,100
37504,1775,100497
37505,1775,100494
37506,1775,100
37507,1777,87
37508,1778,87
37509,1780,93
37510,1782,93
37511,1785,87
37512,1786,93
37513,1787,93
37514,1787,87
37515,1789,87
37516,1790,78
37517,1790,100
37518,1791,101801
37519,1791,87
37520,1794,284
37521,1796,87
37522,1797,100
37523,1798,93
37524,1799,87
37525,1802,87
37526,1803,100491
37527,1803,100
37528,1804,100491
37529,1804,100
37530,1805,100
37531,1806,127
37532,1806,192
37533,1807,123
37534,1807,157
37535,1807,87
37536,1808,99954
37537,1808,100606
37538,1808,87
37539,1809,105401
37540,1809,87
37541,1811,100
37542,1812,101931
37543,1812,93
37544,1814,87
37545,1816,87
37546,1817,284
37547,1818,87
37548,1819,105399
37549,1820,402
37550,1820,87
37551,1821,532
37552,1821,105398
37553,1821,100548
37554,1821,206
37555,1823,93
37556,1825,93
37557,1826,101996
37558,1826,99813
37559,1826,157
37560,1826,284
37561,1826,102001
37562,1828,99905
37563,1828,175
37564,1828,87
37565,1829,100545
37566,1829,93
37567,1830,123
37568,1833,284
37569,1834,93
37570,1834,105391
37571,1835,87
37572,1836,127
37573,1839,78
37574,1839,100
37575,1840,93
37576,1840,99926
37577,1840,330
37578,1841,207
37579,1843,207
37580,1844,93
37581,1844,87
37582,1846,226
37583,1846,87
37584,1847,284
37585,1848,93
37586,1849,100331
37587,1850,105390
37588,1850,127
37589,1850,226
37590,1852,100104
37591,1853,99717
37592,1854,123
37593,1854,140
37594,1856,100
37595,1857,284
37596,1859,100
37597,1860,127
37598,1861,100513
37599,1862,123
37600,1862,105389
37601,1863,87
37602,1864,93
37603,1865,100944
37604,1865,99820
37605,1866,100104
37606,1866,105519
37607,1866,87
37608,1867,101986
37609,1867,93
37610,1867,101959
37611,1867,102046
37612,1868,93
37613,1870,100513
37614,1870,101799
37615,1870,102027
37616,1872,93
37617,1873,105119
37618,1874,100
37619,1874,226
37620,1875,100
37621,1877,87
37622,1878,532
37623,1879,131
37624,1881,105118
37625,1882,127
37626,1882,102012
37627,1884,100
37628,1884,102102
37629,1885,100420
37630,1886,101347
37631,1887,123
37632,1887,476
37633,1887,102452
37634,1892,226
37635,1895,102267
37636,1895,104713
37637,1897,87
37638,1899,104728
37639,1899,88
37640,1901,127
37641,1903,100
37642,1905,284
37643,1906,93
37644,1910,104531
37645,1910,87
37646,1912,207
37647,1913,87
37648,1915,93
37649,1918,102268
37650,1918,99820
37651,1919,100
37652,1922,100
37653,1923,100
37654,1924,175
37655,1924,127
37656,1925,104522
37657,1925,104598
37658,1926,87
37659,1927,284
37660,1927,99926
37661,1928,100294
37662,1928,284
37663,1929,127
37664,1929,100584
37665,1930,87
37666,1931,127
37667,1933,100
37668,1935,100491
37669,1935,100164
37670,1935,393
37671,1937,127
37672,1937,102424
37673,1937,100592
37674,1946,100
37675,1949,127
37676,1953,104651
37677,1953,104624
37678,1955,100
37679,1960,127
37680,1960,207
37681,1961,100
37682,1962,100
37683,1963,99888
37684,1963,127
37685,1964,100
37686,1965,87
37687,1965,137
37688,1966,101264
37689,1966,127
37690,1969,101172
37691,1969,127
37692,1970,101312
37693,1972,100294
37694,1972,123
37695,1976,103452
37696,1976,87
37697,1976,99993
37698,1976,103562
37699,1980,100
37700,1980,231
37701,1981,87
37702,1981,100316
37703,1982,385
37704,1985,87
37705,1987,87
37706,1987,137
37707,1988,100513
37708,1989,93
37709,1989,100
37710,1991,80
37711,1992,103539
37712,1992,87
37713,1992,103549
37714,1993,100
37715,1994,87
37716,1994,103375
37717,1995,127
37718,1997,100
37719,1999,100
37720,2000,100
37721,2001,100
37722,2002,207
37723,2002,127
37724,2003,100
37725,2004,127
37726,2005,99813
37727,2005,402
37728,2005,157
37729,2005,103372
37730,2005,103805
37731,2005,517
37732,2005,100437
37733,2005,103799
37734,2006,100454
37735,2006,93
37736,2008,87
37737,2009,532
37738,2010,101217
37739,2010,87
37740,2013,93
37741,2013,127
37742,2018,100633
37743,2019,207
37744,2020,93
37745,2020,87
37746,2020,100348
37747,2021,127
37748,2021,103814
37749,2022,100
37750,2022,93
37751,2023,99905
37752,2023,532
37753,2024,80
37754,2025,87
37755,2025,517
37756,2025,100437
37757,2025,99813
37758,2026,127
37759,2028,127
37760,2029,99820
37761,2032,127
37762,2033,100
37763,2034,123
37764,2034,127
37765,2036,100601
37766,2036,284
37767,2037,103742
37768,2037,262
37769,2037,103650
37770,2039,100601
37771,2039,284
37772,2040,102098
37773,2040,87
37774,2041,175
37775,2041,93
37776,2043,100558
37777,2047,102085
37778,2047,100
37779,2047,99954
37780,2048,102085
37781,2048,100
37782,2048,99954
37783,2049,87
37784,2049,93
37785,2052,87
37786,2052,100075
37787,2055,402
37788,2055,87
37789,2058,102060
37790,2060,100164
37791,2061,100164
37792,2063,358
37793,2064,87
37794,2068,103715
37795,2068,123
37796,2069,402
37797,2070,78
37798,2070,100
37799,2071,87
37800,2072,102030
37801,2072,93
37802,2073,103732
37803,2073,80
37804,2074,123
37805,2074,532
37806,2076,127
37807,2076,100584
37808,2077,100563
37809,2078,446
37810,2080,103757
37811,2081,87
37812,2082,87
37813,2083,127
37814,2083,99766
37815,2083,99955
37816,2086,93
37817,2089,127
37818,2090,101946
37819,2091,87
37820,2091,93
37821,2092,103756
37822,2092,123
37823,2092,100
37824,2093,127
37825,2094,87
37826,2095,284
37827,2096,100566
37828,2096,103754
37829,2097,358
37830,2098,104222
37831,2098,123
37832,2098,532
37833,2098,104100
37834,2099,101946
37835,2100,93
37836,2101,358
37837,2102,108366
37838,2105,358
37839,2107,157
37840,2107,101851
37841,2108,358
37842,2109,101738
37843,2111,103697
37844,2112,127
37845,2113,332
37846,2114,99905
37847,2114,93
37848,2115,87
37849,2116,93
37850,2117,87
37851,2120,100
37852,2120,539
37853,2120,99939
37854,2120,100842
37855,2121,100
37856,2121,101669
37857,2121,101472
37858,2121,101491
37859,2123,100010
37860,2124,358
37861,2124,100054
37862,2124,102649
37863,2125,358
37864,2127,87
37865,2129,123
37866,2130,93
37867,2131,100572
37868,2136,127
37869,2138,87
37870,2140,93
37871,2142,100
37872,2142,100507
37873,2143,99888
37874,2143,127
37875,2144,101557
37876,2144,127
37877,2148,102533
37878,2148,102580
37879,2148,100190
37880,2149,87
37881,2151,100
37882,2152,100
37883,2153,87
37884,2154,358
37885,2156,127
37886,2156,102575
37887,2157,87
37888,2157,100633
37889,2158,87
37890,2158,101622
37891,2159,539
37892,2159,123
37893,2159,100
37894,2160,87
37895,2161,100104
37896,2161,100075
37897,2162,87
37898,2164,102552
37899,2164,127
37900,2168,284
37901,2168,402
37902,2170,102267
37903,2172,101029
37904,2172,102563
37905,2175,87
37906,2176,100
37907,2179,103159
37908,2181,87
37909,2182,100
37910,2184,100
37911,2185,175
37912,2185,332
37913,2186,87
37914,2186,226
37915,2187,100
37916,2192,162
37917,2192,254
37918,2193,100164
37919,2200,284
37920,2201,284
37921,2201,101533
37922,2202,93
37923,2205,101386
37924,2205,99888
37925,2205,358
37926,2207,99820
37927,2208,127
37928,2208,99766
37929,2208,99955
37930,2210,87
37931,2210,103282
37932,2211,87
37933,2211,103262
37934,2212,99888
37935,2212,101386
37936,2212,127
37937,2215,100151
37938,2215,103347
37939,2216,93
37940,2218,480
37941,2218,87
37942,2219,100
37943,2221,100
37944,2222,358
37945,2224,87
37946,2229,87
37947,2229,402
37948,2230,87
37949,2231,101749
37950,2231,99813
37951,2235,103343
37952,2238,93
37953,2239,127
37954,2240,100
37955,2240,100507
37956,2240,101666
37957,2241,100
37958,2242,539
37959,2242,123
37960,2243,103356
37961,2243,100083
37962,2243,103355
37963,2244,123
37964,2244,101507
37965,2245,103348
37966,2246,93
37967,2246,100419
37968,2249,101492
37969,2254,87
37970,2255,100
37971,2256,93
37972,2259,99717
37973,2259,103273
37974,2260,539
37975,2263,93
37976,2263,100
37977,2263,102992
37978,2264,87
37979,2268,100
37980,2269,207
37981,2270,123
37982,2271,123
37983,2272,100
37984,2275,93
37985,2276,87
37986,2277,93
37987,2278,100781
37988,2278,127
37989,2279,87
37990,2279,226
37991,2280,93
37992,2281,123
37993,2282,87
37994,2283,101715
37995,2283,123
37996,2284,101500
37997,2285,102985
37998,2285,100
37999,2288,93
38000,2288,100
38001,2289,102984
38002,2289,140
38003,2289,109
38004,2290,100
38005,2295,87
38006,2297,87
38007,2298,87
38008,2300,192
38009,2300,127
38010,2304,87
38011,2305,100
38012,2307,127
38013,2307,358
38014,2308,100075
38015,2308,100
38016,2310,99814
38017,2310,100
38018,2312,99814
38019,2312,100
38020,2314,99814
38021,2314,100
38022,2320,100373
38023,2320,102993
38024,2321,480
38025,2322,102988
38026,2322,99955
38027,2322,471
38028,2324,100
38029,2325,101021
38030,2325,517
38031,2325,100069
38032,2325,496
38033,2327,103310
38034,2327,100
38035,2328,100994
38036,2330,100
38037,2331,175
38038,2331,332
38039,2333,87
38040,2338,127
38041,2339,87
38042,2340,123
38043,2340,100
38044,2340,100070
38045,2343,100071
38046,2345,101588
38047,2346,101578
38048,2346,99820
38049,2348,87
38050,2349,100
38051,2350,100563
38052,2351,93
38053,2352,101560
38054,2352,100
38055,2353,93
38056,2353,103300
38057,2354,127
38058,2355,87
38059,2356,123
38060,2356,162
38061,2357,100
38062,2358,103288
38063,2360,332
38064,2361,87
38065,2363,80
38066,2364,101931
38067,2364,103296
38068,2364,87
38069,2365,175
38070,2365,332
38071,2366,87
38072,2367,100
38073,2367,103203
38074,2368,393
38075,2369,123
38076,2369,87
38077,2369,100858
38078,2370,123
38079,2370,87
38080,2370,100858
38081,2371,123
38082,2371,87
38083,2371,100858
38084,2372,93
38085,2372,87
38086,2373,101707
38087,2373,100
38088,2374,127
38089,2374,100151
38090,2375,101568
38091,2375,87
38092,2375,101548
38093,2377,157
38094,2377,289
38095,2378,103210
38096,2380,99888
38097,2380,127
38098,2380,103209
38099,2381,101051
38100,2381,402
38101,2382,175
38102,2382,87
38103,2383,100164
38104,2383,358
38105,2384,103245
38106,2384,284
38107,2385,532
38108,2385,103251
38109,2386,127
38110,2387,156
38111,2387,42
38112,2387,103180
38113,2387,103177
38114,2387,103257
38115,2389,100197
38116,2390,262
38117,2397,103339
38118,2398,378
38119,2399,378
38120,2400,52
38121,2406,52
38122,2406,101482
38123,2407,378
38124,2408,52
38125,2409,52
38126,2410,52
38127,2412,101546
38128,2414,52
38129,2414,156
38130,2416,52
38131,2420,52
38132,2421,52
38133,2429,285
38134,2432,52
38135,2433,99817
38136,2433,504
38137,2433,100003
38138,2433,73
38139,2433,156
38140,2434,52
38141,2436,73
38142,2436,345
38143,2436,156
38144,2436,42
38145,2436,100769
38146,2438,100293
38147,2439,99756
38148,2439,52
38149,2441,387
38150,2442,52
38151,2444,156
38152,2446,52
38153,2447,52
38154,2448,387
38155,2449,52
38156,2449,100178
38157,2450,525
38158,2450,52
38159,2450,156
38160,2451,52
38161,2454,52
38162,2455,52
38163,2456,52
38164,2457,52
38165,2459,345
38166,2460,52
38167,2460,100771
38168,2461,52
38169,2463,52
38170,2464,52
38171,2465,52
38172,2466,52
38173,2467,52
38174,2467,99756
38175,2468,76
38176,2468,52
38177,2468,99756
38178,2469,52
38179,2471,52
38180,2474,378
38181,2475,378
38182,2476,52
38183,2477,52
38184,2477,329
38185,2478,52
38186,2479,295
38187,2482,99725
38188,2482,103150
38189,2483,107
38190,2483,99940
38191,2484,52
38192,2485,101589
38193,2486,52
38194,2487,378
38195,2488,52
38196,2488,76
38197,2489,52
38198,2491,108
38199,2491,100366
38200,2492,52
38201,2492,76
38202,2493,156
38203,2493,42
38204,2493,52
38205,2498,52
38206,2500,52
38207,2501,52
38208,2501,103832
38209,2502,73
38210,2503,52
38211,2504,103818
38212,2504,99822
38213,2504,73
38214,2504,103824
38215,2506,73
38216,2506,156
38217,2506,42
38218,2507,156
38219,2507,345
38220,2508,345
38221,2509,107
38222,2509,116
38223,2509,103823
38224,2509,99940
38225,2509,100197
38226,2511,52
38227,2511,107
38228,2512,100293
38229,2513,345
38230,2513,103821
38231,2514,103843
38232,2516,62
38233,2516,103844
38234,2516,65
38235,2516,52
38236,2517,52
38237,2518,52
38238,2519,52
38239,2521,52
38240,2524,73
38241,2524,156
38242,2526,52
38243,2527,101426
38244,2527,100183
38245,2528,52
38246,2529,387
38247,2531,156
38248,2532,104002
38249,2532,76
38250,2532,295
38251,2533,99816
38252,2535,100165
38253,2536,52
38254,2538,52
38255,2540,101145
38256,2542,52
38257,2543,76
38258,2544,52
38259,2545,52
38260,2546,52
38261,2546,100481
38262,2548,387
38263,2549,345
38264,2549,285
38265,2549,282
38266,2550,100293
38267,2551,52
38268,2551,101035
38269,2552,52
38270,2553,100165
38271,2557,52
38272,2559,52
38273,2560,52
38274,2561,103946
38275,2561,99725
38276,2563,52
38277,2564,52
38278,2564,103942
38279,2565,52
38280,2565,99756
38281,2566,156
38282,2566,231
38283,2569,52
38284,2570,52
38285,2571,100197
38286,2572,131
38287,2573,52
38288,2575,52
38289,2576,52
38290,2577,104027
38291,2577,52
38292,2579,52
38293,2580,73
38294,2581,52
38295,2582,52
38296,2583,52
38297,2584,52
38298,2585,52
38299,2586,52
38300,2587,52
38301,2588,387
38302,2590,52
38303,2591,52
38304,2593,52
38305,2594,52
38306,2595,303
38307,2595,52
38308,2595,157
38309,2596,331
38310,2596,399
38311,2598,52
38312,2601,378
38313,2602,52
38314,2603,52
38315,2604,285
38316,2604,52
38317,2605,100165
38318,2608,52
38319,2609,62
38320,2609,101035
38321,2609,99816
38322,2609,104032
38323,2611,80
38324,2612,52
38325,2613,52
38326,2614,52
38327,2616,52
38328,2617,368
38329,2617,204
38330,2618,52
38331,2619,285
38332,2620,52
38333,2621,52
38334,2622,52
38335,2623,52
38336,2624,52
38337,2624,100273
38338,2625,52
38339,2626,52
38340,2627,156
38341,2628,52
38342,2629,52
38343,2630,52
38344,2630,76
38345,2631,103840
38346,2631,104204
38347,2631,157
38348,2631,104200
38349,2631,104199
38350,2631,99725
38351,2633,156
38352,2634,52
38353,2635,156
38354,2637,52
38355,2639,52
38356,2640,52
38357,2641,52
38358,2643,387
38359,2645,156
38360,2645,104198
38361,2646,52
38362,2647,52
38363,2649,42
38364,2649,52
38365,2652,52
38366,2653,52
38367,2654,52
38368,2654,100736
38369,2654,345
38370,2654,156
38371,2655,76
38372,2658,108
38373,2658,100632
38374,2659,52
38375,2659,104242
38376,2660,100734
38377,2660,100730
38378,2660,52
38379,2661,52
38380,2662,52
